

id|title|occurrence weight|content|rank
762|서천군 토양개량제 공동살포 커뮤니티|0.03296703296703297|"# 서천군 토양개량제 공동살포 커뮤니티

이 커뮤니티는 서천군의 주요 주체인 노박래 군수와 함께 진행되는 토양개량제 공동살포 사업을 중심으로 형성되어 있습니다. 이 커뮤니티는 다양한 농업 단체들과 연계되어 있으며, 지역 사회에 중요한 영향을 미칠 수 있는 대규모 프로젝트입니다.

## 노박래 군수와 그의 토양개량제 공동살포 사업

서천군의 현 수장인 노박래 군수는 현재 토양개량제 공동살포 사업을 진행하고 있습니다. 이 사업은 서천군 전체에 걸쳐 일괄적으로 추진되며, 지역 사회의 중요성을 강조합니다. [Data: Entities (729), Relationships (1838)]

## 토양개량제 살포의 대상지역인 기산면과 마서면

기산면과 마서면은 토양개량제 지원사업의 대상지역으로 포함되어 있습니다. 이 지역들은 노박래 군수와 그의 사업에 직접적으로 연관되어 있으며, 커뮤니티 내 주요 활동의 중심지로 기능합니다. [Data: Entities (2916, 2920), Relationships (1844, 1852)]

## 토양개량제 살포에 참여하는 농업 단체들

한국 농업경영인 서천군연합회, 서천군 농민회, 쌀전업농 서천군연합회, 서천군 쌀생산자협회 등 다양한 농업 단체들이 토양개량제 살포에 참여하고 있습니다. 이 단체들은 커뮤니티의 활동과 영향력을 증폭시키는 중요한 주체입니다. [Data: Entities (2911, 2912, 2913, 2914), Relationships (1839, 1840, 1841, 1842)]

## 서천군의 미디어 관심과 영향력

서천군은 충청일보가 보도한 지역으로, 토양개량제 살포와 관련된 행사 및 이벤트가 진행되는 주최지입니다. 미디어의 관심은 커뮤니티의 활동이 더 널리 알려지고, 이에 따라 토양개량제의 영향력을 증폭시키는 역할을 합니다. [Data: Relationships (1318), Entities (726)]

## 서천군의 환경적 영향과 잠재적인 위험

토양개량제 살포는 서천군 전체에 걸쳐 진행되는 대규모 프로젝트로, 지역 사회의 토양과 생태계에 미치는 영향을 고려해야 합니다. 이 커뮤니티의 활동은 환경보호와 관련된 중요한 문제를 제기할 수 있습니다. [Data: Entities (2915)]"|6.5
366|Amazon Employee Unionization and Bernie Sanders' Support|0.02197802197802198|"# Amazon Employee Unionization and Bernie Sanders' Support

이 커뮤니티는 아마존(Amazon)의 노동조합 결성 시도로 주목받고 있으며, 버니 샌더스(Bernie Sanders)가 이 운동을 지지하고 있습니다. 이 두 주요 주체는 서로 연관되어 있고, 그들의 활동은 미국 사회에 중요한 영향을 미칠 수 있습니다.

## Amazon employees considering forming a union

아마존 직원이 노동조합을 결성하려는 움직임을 보이고 있습니다. 이 운동은 아마존 내부의 중요한 변화로, 직원들의 권리와 회사 문화에 큰 영향을 미칠 수 있습니다. [Data: Relationships (8194)]

## Bernie Sanders' support for Amazon employees' right to unionize

버니 샌더스는 아마존 직원의 노동조합 결성권을 지지하고 있습니다. 그의 지지는 이 운동의 중요성을 강조하고, 정치적 지지를 통해 더 큰 영향력을 미칠 수 있습니다. [Data: Relationships (8198)]

## Amazon's influence on the tech industry

아마존은 전자상거래, 클라우드 컴퓨팅, 디지털 스트리밍, 인공지능 등에 집중하고 있는 다국적 기술 회사로, 이 기업의 활동은 전체적인 테크 산업에 큰 영향을 미칩니다. [Data: Entities (6313)]

## Bernie Sanders' political influence

버니 샌더스는 미국 정치에서 중요한 인물로, 그의 지지는 노동조합 운동의 영향력을 확대시킬 수 있습니다. 그의 정치적 입장과 활동은 미국의 사회와 경제에 큰 영향을 미칠 수 있습니다. [Data: Entities (6316)]

## Amazon's potential impact on labor laws and practices

아마존의 노동조합 운동은 노동법과 노동실무에 중요한 변화를 가져올 수 있습니다. 이 변화는 미국 사회 전반에 걸쳐 노동환경과 근로자의 권리에 영향을 미칠 수 있습니다. [Data: Relationships (8194)]"|7.5
1254|옥천읍 이장협의회와 경로당 커뮤니티|0.02197802197802198|"# 옥천읍 이장협의회와 경로당 커뮤니티

이 커뮤니티는 충북 옥천군 옥천읍을 대표하는 이장협의회를 중심으로 형성되었으며, 코로나19의 영향으로 일시적으로 문을 닫은 경로당 시설인 옥천문화복지센터와 밀접한 관계를 맺고 있습니다. 이원청년회가 후원 물품을 제공하고, 경로당 일제 방역을 진행하는 등 다양한 연관성이 확인됩니다.

## 옥천읍 이장협의회: 커뮤니티의 중심지

옥천읍 이장협의회는 충북 옥천군 옥천읍을 대표하는 이장협의회로, 이 커뮤니티에서 핵심적인 역할을 하고 있습니다. 이장협의회는 경로당 일제 방역을 진행하고, 곽상국 이장협의회장이 의장으로 있는 등 중요한 결정권을 가지고 있습니다. [Data: Entities (4058), Relationships (6143, 6144)]

## 경로당 시설: 코로나19 영향으로 일시적으로 문을 닫음

옥천문화복지센터는 옥천읍 내에 위치한 경로당 시설로, 코로나19의 영향으로 일시적으로 문을 닫았습니다. 이원청년회가 후원 물품을 제공하고, 경로당 일제 방역이 진행되는 등 커뮤니티와 밀접한 연관성을 보입니다. [Data: Entities (4059), Relationships (6145, 6146)]

## 이원청년회: 후원 물품 제공

이원청년회는 경로당을 위한 후원 물품을 제공했습니다. 이원면의 경로당은 코로나19로 인해 잠정 폐쇄되었지만, 이원청년회의 지원이 있어 사회적인 영향력을 보이고 있습니다. [Data: Entities (4874), Relationships (6145)]

## A씨: 경로당 회원

A씨는 경로당 회원으로, 이 커뮤니티에서 중요한 역할을 하고 있습니다. A씨의 활동은 경로당의 전반적인 분위기와 결과에 영향을 미칠 수 있습니다. [Data: Relationships (579)]

## 코로나19 확진자: 경로당 일제 방역 진행

확진자가 발생한 이후, 이장협의회는 경로당 일제 방역을 진행했습니다. 이 사건은 커뮤니티 내부의 긴장감을 유발하고, 지역 사회에 미치는 영향력을 보여줍니다. [Data: Relationships (5505)]"|6.5
1110|Kimhae City and Its Markets|0.01098901098901099|"# Kimhae City and Its Markets

이 커뮤니티는 김해시와 그 주변의 노후화된 시설을 중심으로 형성되어 있습니다. 주촌면 부경축산물공판장과 어방동 김해축산물공판장은 모두 노후화되었으며, 대단위 아파트단지가 들어설 계획이 있습니다. 이 두 공판장은 모두 김해축산물종합유통센터로 대체될 예정입니다.

## 노후화된 시설: 주촌면 부경축산물공판장과 어방동 김해축산물공판장

주촌면 부경축산물공판장과 어방동 김해축산물공판장은 모두 노후화되었으며, 주변에 대단위 아파트단지가 들어설 계획이 있습니다. 이 두 공판장은 모두 김해축산물종합유통센터로 대체될 예정입니다. [Data: Relationships (3377), Entities (1617, 1618)]

## 김해축산물종합유통센터의 역할

김해축산물종합유통센터는 오는 9월경 본격 가동될 예정이며, 주촌면 부경축산물공판장과 어방동 김해축산물공판장을 모두 대체할 예정입니다. 이 시설은 김해시에 위치하고 있습니다. [Data: Entities (1619), Relationships (3376, 3379, 3381)]

## 부경양돈농협의 역할

부경양돈농협은 주촌면 부경축산물공판장과 어방동 김해축산물공판장을 운영하는 주체입니다. 이 조직은 커뮤니티에서 중요한 역할을 하며, 그들의 결정이 시설의 운용에 큰 영향을 미칠 수 있습니다. [Data: Relationships (3374, 3375), Entities (1616)]

## 김해시의 중요성

김해시는 경남도의 도시로, 주촌면 부경축산물공판장과 어방동 김해축산물공판장이 모두 위치하고 있습니다. 이 시는 커뮤니티에서 핵심적인 역할을 하며, 그들의 활동이 지역 사회에 중요한 영향을 미칠 수 있습니다. [Data: Relationships (2903), Entities (1622)]

## 어방동의 역할

어방동은 김해시 내의 지역으로, 어방동 김해축산물공판장이 위치하고 있습니다. 이 지역은 커뮤니티에서 중요한 역할을 하며, 그들의 활동이 지역 사회에 영향을 미칠 수 있습니다. [Data: Relationships (3380), Entities (1621)]"|6.5
766|광주역 일대 창업시설 커뮤니티|0.01098901098901099|"# 광주역 일대 창업시설 커뮤니티

이 커뮤니티는 광주역을 중심으로 한 창업시설 네트워크로, 빛고을창업스테이션과 광주역 경제기반형 도시재생 뉴딜사업이 주요 주체입니다. 이 두 주체는 서로 연관되어 있으며, 광주시에 위치하고 있습니다.

## 광주역을 중심으로 한 창업시설 네트워크

광주역 일대에는 빛고을창업스테이션과 광주역 경제기반형 도시재생 뉴딜사업이 위치하고 있으며, 이 두 주체는 서로 연관되어 있습니다. 이 네트워크는 광주시에 위치한 주요 창업시설로, 지역 경제와 사회에 중요한 영향을 미치고 있습니다. [Data: Relationships (1926, 1937, 1933, 1934)]

## 광주역 경제기반형 도시재생 뉴딜사업의 중요성

광주역 경제기반형 도시재생 뉴딜사업은 광주시에 의해 진행되는 중요한 프로젝트로, 빛고을창업스테이션과 연계되어 있습니다. 이 사업은 광주역 일원을 대상으로 하며, 지역 경제와 사회에 중요한 영향을 미치고 있습니다. [Data: Relationships (1925, 1934)]

## 빛고을창업스테이션의 역할

빛고을창업스테이션은 광주역 일대 창업보육시설로, 광주의 순우리말인 '빛고을'과 창업지원 시설임을 나타내는 '창업', 광주역을 표현한 '스테이션'을 조합한 명칭입니다. 이 시설을 중심으로 한 네트워크는 지역 경제와 사회에 중요한 영향을 미치고 있습니다. [Data: Entities (751), Relationships (1937, 1933)]

## D-STATION과 STATION-G의 유사성

빛고을창업스테이션과 유사한 명칭인 'D-Station'이 대전시에 존재하고, 경기도 안산시에 'Station-G'가 있습니다. 이 두 시설을 포함하는 네트워크는 광주역 일대 창업시설 커뮤니티와 연관되어 있으며, 지역 경제와 사회에 중요한 영향을 미치고 있습니다. [Data: Relationships (1936, 1935)]"|6.5
1173|군문화재단과 김춘일|0.01098901098901099|"# 군문화재단과 김춘일

이 커뮤니티는 공공미술 프로젝트인 '우리동네 미술' 사업의 주관 단체인 군문화재단과 그 상임이사인 김춘일을 중심으로 형성되어 있습니다. 이 두 주요 주체는 서로 밀접하게 연관되어 있으며, 인제군은 이 사업의 공동 주최 단체로 참여하고 있습니다.

## '우리동네 미술' 사업의 주관 단체인 군문화재단

군문화재단은 공공미술 프로젝트인 '우리동네 미술' 사업을 주관하고 있습니다. 이 사업은 지역 사회에 문화적 영향력을 미치며, 커뮤니티의 중요성을 강조합니다. [Data: Entities (7701), Relationships (8406)]

## 김춘일의 역할과 영향력

김춘일은 군문화재단의 상임이사로, 이 커뮤니티에서 중요한 역할을 담당하고 있습니다. 그의 결정이 '우리동네 미술' 사업의 진행에 큰 영향을 미칠 수 있으며, 이로 인해 지역 사회에 문화적 영향력을 행사할 수 있습니다. [Data: Entities (7707), Relationships (9299)]

## 인제군의 참여

인제군은 '우리동네 미술' 사업의 공동 주최 단체로, 이 커뮤니티에서 중요한 역할을 담당하고 있습니다. 인제군의 참여는 이 사업이 지역 사회에 미치는 영향력을 확대하며, 커뮤니티의 중요성을 강조합니다. [Data: Relationships (8406)]"|6.5
1137|아산시 상수도 노후관 교체사업|0.01098901098901099|"# 아산시 상수도 노후관 교체사업

이 커뮤니티는 아산시가 주축이 되어 진행하는 상수도 노후관 교체사업으로, 모종3, 4, 5, 6, 7, 8통 지역에 집중되어 있습니다. 이 사업은 수도사업소의協力하에 유수율 제고에 초점을 맞춰 진행되고 있으며, 주민불편을 해소하고 환경부에서 중점관리지역으로 지정한 수질사고 우려 지역을 개선하기 위한 것으로 평가됩니다.

## 아산시의 주도적 역할

아산시는 이 사업을 직접 추진하고 있으며, 수도사업소를 통해 유수율 제고를 진행하고 있습니다. 아산시의 결정이 커뮤니티의 전반적인 분위기와 결과에 큰 영향을 미칠 수 있습니다. [Data: Relationships (3492), Entities (4726)]

## 모종3, 4, 5, 6, 7, 8통 지역의 집중적 영향

이 사업은 모종3, 4, 5, 6, 7, 8통 지역에 집중적으로 진행되고 있습니다. 이 지역은 매설된 지 20년 이상 경과 된 노후관 비율이 98%에 이르는 지역으로 잦은 누수 및 단수에 따른 주민불편이 컸으며, 수질불량에 따른 수질사고 우려가 있는 곳입니다. [Data: Relationships (3491), Entities (4725)]

## 수도사업소의協力 역할

수도사업소는 이 사업을 진행하고 있으며, 유수율 제고에 초점을 맞춘 사업입니다. 수도사업소의 결정이 커뮤니티의 전반적인 분위기와 결과에 영향을 미칠 수 있습니다. [Data: Relationships (3493), Entities (4727)]

## 환경부에서 중점관리지역으로 지정된 지역 개선

이 사업은 환경부에서 중점관리지역으로 지정한 수질사고 우려 지역을 개선하기 위한 것으로 평가됩니다. 이 사업의 진행은 지역 사회에 중요한 영향을 미칠 수 있습니다. [Data: Entities (4725)]

## 주민불편 해소

이 사업은 잦은 누수 및 단수에 따른 주민불편을 해소하기 위한 것으로 평가됩니다. 이 사업의 진행은 지역 사회에 중요한 영향을 미칠 수 있습니다. [Data: Entities (4725)]"|6.5
691|춘천 농공단지 직업계고 학생 취업 지원 커뮤니티|0.01098901098901099|"# 춘천 농공단지 직업계고 학생 취업 지원 커뮤니티

이 커뮤니티는 춘천 농공단지의 식품제조기업과 A고교의 직업계고 학생들 간의 취업 지원 관계를 중심으로 형성되어 있습니다. 도교육청은 이 커뮤니티에서 주요한 관리 주체로, 고졸 취업의 인기가 시들해지는 것을 관리하고 있습니다.

## 춘천 농공단지의 식품제조기업은 직업계고 학생들을 채용하는 주요 주체

식품제조기업은 춘천 농공단지에 입주한 기업으로, 직업계고 학생들을 채용하고 있습니다. 이 관계는 지역 사회의 취업 시장에 중요한 영향을 미치며, 특히 고졸 취업의 인기가 시들해지고 일자리가 사라진 지역입니다. [Data: Entities (7781), Relationships (9344)]

## A고교는 직업계고 학생들의 현장실습을 관리하는 주체

A고교는 직업계고 학생들의 현장실습을 관리하며, A고교 취업지원부장은 도교육청과 함께 이 일을 관리하고 있습니다. 이 관계는 지역 사회의 취업 지원에 중요한 역할을 하며, 특히 고졸 취업의 인기가 시들해지고 일자리가 사라진 지역입니다. [Data: Entities (7783), Relationships (9346)]

## 도교육청은 춘천 농공단지의 직업계고 학생들을 관리하는 주체

도교육청은 춘천 농공단지의 직업계고 학생들을 관리하고 있으며, 고졸 취업의 인기가 시들해지는 것을 관리하고 있습니다. 이 관계는 지역 사회의 취업 지원에 중요한 역할을 하며, 특히 고졸 취업의 인기가 시들해지고 일자리가 사라진 지역입니다. [Data: Entities (7780), Relationships (1355)]

## A고교 취업지원부장은 도교육청과 함께 직업계고 학생들의 현장실습을 관리

A고교의 취업지원부장은 도교육청과 함께 직업계고 학생들의 현장실습을 관리하고 있습니다. 이 관계는 지역 사회의 취업 지원에 중요한 역할을 하며, 특히 고졸 취업의 인기가 시들해지고 일자리가 사라진 지역입니다. [Data: Entities (7782), Relationships (1356)]

## 고졸 취업은 이 커뮤니티에서 중요한 주제

고졸 취업은 이 커뮤니티에서 중요한 주제로, 춘천 농공단지는 고졸 취업의 인기가 시들해지고 일자리가 사라진 지역입니다. 이 관계는 지역 사회의 취업 지원에 중요한 역할을 하며, 특히 고졸 취업의 인기가 시들해지고 일자리가 사라진 지역입니다. [Data: Entities (7784), Relationships (1357)]"|6.5
1161|도사회복지협의회와 사회복지인들|0.01098901098901099|"# 도사회복지협의회와 사회복지인들

이 커뮤니티는 도사회복지협의회의 회장 홍기종을 중심으로, 강원도의 사회복지인들을 위한 신년 인사회를 주최하고, 각계각층의 사회복지 인사를 격려하는 활동을 하고 있습니다. 이 커뮤니티는 정치인과 사회복지인들 간의 연계를 강조하며, 지역 사회에 중요한 영향을 미칠 수 있습니다.

## 홍기종: 도사회복지협의회의 중심 인물

홍기종은 도사회복지협의회의 회장으로, 이 커뮤니티에서 핵심적인 역할을 하고 있습니다. 그는 강원도에서 사회복지인들을 위한 신년 인사회를 주최하고 있으며, 그의 활동은 지역 사회에 중요한 영향을 미치고 있습니다. [Data: Entities (305), Relationships (1122)]

## 도사회복지협의회의 영향력

도사회복지협의회는 유튜브를 통해 각계각층의 사회복지 인사들이 건넨 '신년인사' 영상을 선보이고, 강원도의 사회복지인들을 격려하는 활동을 하고 있습니다. 이 커뮤니티는 지역 사회에 중요한 영향을 미치며, 정치인과 사회복지인들 간의 연계를 강조하고 있습니다. [Data: Entities (304), Relationships (1112)]

## 정치인의 참여

국회의원인 이광재와 이철규는 사회복지인들을 위한 신년 인사회에 참여하고, 강원도의 도의장 곽도영과 국민의힘 강원도당 위원장 한기호는 사회복지인들을 격려하는 활동을 하고 있습니다. 이들의 참여는 정치인과 사회복지인들 간의 연계를 강조하고, 이 커뮤니티가 지역 사회에 미치는 영향력을 확대시키고 있습니다. [Data: Entities (309, 310), Relationships (1106, 1107)]

## 사회복지인들의 역할

고주애는 초록우산 어린이재단의 강원지역본부장의 장으로, 사회복지인들을 격려하는 활동을 하고 있습니다. 유가은식은 도사회복지공동모금회의 회장으로, 사회복지인들을 위한 신년 인사회에 참여하고 있습니다. 이들의 활동은 이 커뮤니티에서 사회복지인들의 중요성을 강조하고 있습니다. [Data: Entities (314, 313), Relationships (1131)]

## 미디어의 역할

도사회복지협의회는 유튜브를 통해 각계각층의 사회복지 인사들이 건넨 '신년인사' 영상을 선보이고 있습니다. 이 커뮤니티가 미디어를 활용하여 지역 사회에 영향을 미치는 것을 보여줍니다. [Data: Relationships (1112)]"|6.5
797|치매안심센터와 두뇌똑똑 강화교실|0.01098901098901099|"# 치매안심센터와 두뇌똑똑 강화교실

이 커뮤니티는 치매 예방과 인지강화 프로그램에 초점을 맞춘 것으로, 치매안심센터와 두뇌똑똑 강화교실이 중심에 있습니다. 이 두 주체는 코로나의 영향으로 비대면 프로그램을 실시하고 있으며, 지역 사회에서 중요한 역할을 하고 있습니다.

## 치매안심센터의 비대면 프로그램

치매안심센터는 코로나의 장기화로 인해 외부 활동에 제약이 많은 어르신들을 대상으로 비대면 인지강화 프로그램을 실시하고 있습니다. 이 프로그램은 치매 예방과 노인들의 정신건강을 위한 중요한 조치입니다. [Data: Relationships (3992)]

## 두뇌똑똑 강화교실의 가정 방문 상담

두뇌똑똑 강화교실은 코로나의 영향으로 가정 방문 및 수시 전화 상담을 통하여 치매예방 실천을 돕고 있습니다. 이 서비스는 노인들의 집에서 직접적인 지원을 제공하며, 그들의 독립성과 정신건강에 긍정적인 영향을 미칩니다. [Data: Entities (3303), Relationships (5398)]

## 치매안심센터와 두뇌똑똑 강화교실의 연계

치매안심센터는 비대면 인지강화 프로그램을 실시하고 있으며, 이 프로그램은 두뇌똑똑 강화교실의 일환입니다. 이 연계는 두 주체가 함께 치매 예방과 노인들의 정신건강을 위한 조치를 취하고 있음을 보여줍니다. [Data: Relationships (3991)]

## 사상구보건소의 프로그램 참여

사상구보건소는 코로나의 영향으로 비대면 인지강화 프로그램을 실시하고 있습니다. 이 보건소가 커뮤니티에 참여하는 것은 지역 사회에서 이 프로그램의 중요성을 강조하고, 더 많은 노인들을 지원하기 위한 노력입니다. [Data: Relationships (5397)]"|6.5
